transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,log_amount,merchant_category_enc,risk_score,predicted_fraud,top_reasons
7001,7.12,5,Electronics,1,0,87,1,60,0,2.0943301541735866,1,0.01,0,device_trust_score (-4.03); transaction_hour (-2.58); velocity_last_24h (-2.20)
8654,157.81,1,Grocery,0,0,80,2,64,0,5.067708519122555,3,0.01,0,device_trust_score (-4.21); foreign_transaction (-2.25); location_mismatch (-2.11)
8655,83.58,23,Clothing,1,0,63,4,34,0,4.437697832044343,0,0.01,0,device_trust_score (-3.76); transaction_hour (-3.39); foreign_transaction (+2.22)
8656,107.25,0,Travel,0,0,44,3,22,0,4.684443366882599,4,0.01,0,device_trust_score (-2.65); foreign_transaction (-2.31); location_mismatch (-2.22)
8657,138.67,15,Electronics,1,0,89,1,53,0,4.93928249731768,1,0.01,0,device_trust_score (-4.05); transaction_hour (-3.48); foreign_transaction (+2.14)
8658,40.96,21,Clothing,0,0,59,2,62,0,3.7367167835280966,0,0.01,0,device_trust_score (-2.80); transaction_hour (-2.46); foreign_transaction (-1.62)
8659,30.48,17,Travel,0,1,67,1,63,0,3.4493524235492026,4,0.01,0,device_trust_score (-3.78); transaction_hour (-3.14); location_mismatch (+2.57)
8660,382.28,2,Grocery,0,0,45,3,33,0,5.948765792574867,3,0.01,0,device_trust_score (-3.09); foreign_transaction (-2.37); location_mismatch (-2.16)
8661,102.36,23,Food,0,1,34,2,39,0,4.638218040034292,2,0.02,0,transaction_hour (-3.52); location_mismatch (+3.25); foreign_transaction (-2.37)
8662,95.61,0,Clothing,0,0,69,2,20,0,4.570682255529419,0,0.01,0,device_trust_score (-4.06); foreign_transaction (-2.03); location_mismatch (-2.00)
8663,6.53,5,Travel,0,0,27,0,24,0,2.018895041811802,4,0.01,0,transaction_hour (-2.90); velocity_last_24h (-2.05); location_mismatch (-2.04)
8664,124.04,18,Travel,0,1,67,3,38,0,4.828633686113221,4,0.01,0,device_trust_score (-3.58); transaction_hour (-3.50); location_mismatch (+2.43)
8665,145.41,21,Food,0,0,76,1,65,0,4.986410905205391,2,0.01,0,device_trust_score (-2.83); transaction_hour (-2.55); foreign_transaction (-1.60)
8666,147.3,18,Clothing,0,1,65,6,42,0,4.999237249143887,0,0.02,0,device_trust_score (-3.80); velocity_last_24h (+3.60); transaction_hour (-3.51)
8667,220.98,10,Clothing,0,0,65,1,54,0,5.402587287723834,0,0.01,0,device_trust_score (-2.86); transaction_hour (-2.68); foreign_transaction (-1.58)
8668,35.17,7,Grocery,0,0,33,1,28,0,3.5882300459640066,3,0.01,0,transaction_hour (-3.39); foreign_transaction (-2.24); location_mismatch (-2.09)
8669,52.32,4,Clothing,0,0,70,2,24,0,3.976311495310508,0,0.01,0,device_trust_score (-2.80); transaction_hour (-2.09); foreign_transaction (-1.65)
8670,299.62,19,Food,0,0,40,1,39,0,5.70584700870508,2,0.01,0,transaction_hour (-2.84); foreign_transaction (-1.92); velocity_last_24h (-1.68)
8671,529.32,8,Clothing,0,0,71,0,29,0,6.273480597933136,0,0.01,0,device_trust_score (-2.67); transaction_hour (-2.50); velocity_last_24h (-1.79)
8672,26.3,14,Grocery,0,0,52,3,27,0,3.3068867021909143,3,0.01,0,transaction_hour (-2.66); device_trust_score (-2.62); location_mismatch (-1.71)
8673,123.92,20,Travel,0,0,52,0,63,0,4.827673532414877,4,0.01,0,transaction_hour (-2.64); device_trust_score (-2.46); location_mismatch (-1.68)
8674,43.38,13,Clothing,0,1,99,1,36,0,3.792788917504448,0,0.01,0,device_trust_score (-3.94); transaction_hour (-3.21); location_mismatch (+2.08)
8675,11.15,3,Food,0,0,35,4,59,0,2.4973291697865574,2,0.02,0,foreign_transaction (-2.63); location_mismatch (-2.19); velocity_last_24h (-2.10)
8676,70.88,23,Clothing,0,0,53,0,33,0,4.274998061915358,0,0.01,0,device_trust_score (-2.61); transaction_hour (-2.46); foreign_transaction (-1.60)
8677,27.92,23,Electronics,0,0,80,2,21,0,3.3645333972905638,1,0.01,0,device_trust_score (-3.00); transaction_hour (-2.16); location_mismatch (-1.54)
8678,222.78,7,Grocery,0,0,96,3,23,0,5.410663426379575,3,0.01,0,device_trust_score (-2.89); transaction_hour (-2.45); velocity_last_24h (-1.66)
8679,137.34,19,Travel,0,0,81,3,23,0,4.929714423172439,4,0.01,0,device_trust_score (-2.86); transaction_hour (-2.47); foreign_transaction (-1.58)
8680,27.95,16,Electronics,0,0,77,4,68,0,3.3655702040190043,1,0.01,0,device_trust_score (-2.99); transaction_hour (-2.42); location_mismatch (-1.63)
8681,1.67,1,Food,0,0,98,3,35,0,0.9820784724121582,2,0.01,0,device_trust_score (-4.33); foreign_transaction (-2.12); location_mismatch (-2.07)
8682,297.19,19,Clothing,0,0,83,1,52,0,5.697730867227766,0,0.01,0,device_trust_score (-3.05); transaction_hour (-2.42); foreign_transaction (-1.62)
8683,34.89,15,Grocery,0,0,59,2,57,0,3.580458705159516,3,0.01,0,device_trust_score (-2.83); transaction_hour (-2.57); location_mismatch (-1.65)
8684,167.75,9,Clothing,0,0,76,2,66,0,5.128418329752639,0,0.01,0,device_trust_score (-2.74); transaction_hour (-2.50); foreign_transaction (-1.66)
8685,73.96,1,Clothing,0,0,60,1,44,0,4.316954637930166,0,0.01,0,device_trust_score (-4.09); foreign_transaction (-2.25); velocity_last_24h (-2.05)
8686,158.52,10,Clothing,0,0,82,4,20,0,5.072169306213528,0,0.01,0,device_trust_score (-2.86); transaction_hour (-2.68); foreign_transaction (-1.49)
8687,68.27,9,Clothing,0,0,26,1,23,0,4.238011912034514,0,0.01,0,transaction_hour (-3.64); location_mismatch (-2.02); foreign_transaction (-1.97)
8688,16.37,18,Grocery,0,0,52,3,46,0,2.854744580253014,3,0.01,0,device_trust_score (-2.66); transaction_hour (-2.62); location_mismatch (-1.70)
8689,45.41,13,Electronics,0,0,94,3,62,0,3.8375149532530846,1,0.01,0,device_trust_score (-3.00); transaction_hour (-2.62); foreign_transaction (-1.56)
8690,37.5,10,Food,0,0,87,2,45,0,3.6506582412937387,2,0.01,0,device_trust_score (-3.05); transaction_hour (-2.57); location_mismatch (-1.58)
8691,100.56,8,Electronics,0,0,76,2,45,0,4.620649756836477,1,0.01,0,device_trust_score (-2.83); transaction_hour (-2.48); foreign_transaction (-1.69)
8692,193.28,6,Grocery,0,0,84,5,43,0,5.269300417477544,3,0.01,0,device_trust_score (-3.57); velocity_last_24h (+3.26); transaction_hour (-2.73)
8693,55.13,14,Food,0,0,60,2,37,0,4.027670428954108,2,0.01,0,device_trust_score (-2.78); transaction_hour (-2.67); foreign_transaction (-1.64)
8694,2.19,19,Travel,0,1,86,2,33,0,1.1600209167967532,4,0.01,0,device_trust_score (-4.02); transaction_hour (-3.09); location_mismatch (+2.34)
8695,131.72,16,Electronics,0,0,67,3,41,0,4.888241645882189,1,0.01,0,device_trust_score (-2.83); transaction_hour (-2.70); foreign_transaction (-1.63)
8696,167.54,2,Grocery,0,0,63,1,30,0,5.1271731103442075,3,0.01,0,device_trust_score (-4.02); foreign_transaction (-2.22); velocity_last_24h (-2.20)
8697,592.8,14,Grocery,1,0,29,2,49,0,6.38654256232966,3,0.03,0,transaction_hour (-4.14); foreign_transaction (+3.13); location_mismatch (-2.26)
8698,160.26,13,Grocery,0,0,99,3,60,0,5.0830179692568755,3,0.01,0,transaction_hour (-2.73); device_trust_score (-2.61); foreign_transaction (-1.59)
8699,114.68,7,Food,0,0,74,2,25,0,4.750827758410455,2,0.01,0,device_trust_score (-2.79); transaction_hour (-2.51); foreign_transaction (-1.68)
8700,153.34,3,Clothing,0,0,40,2,53,0,5.039157961029457,0,0.01,0,foreign_transaction (-2.58); location_mismatch (-2.00); velocity_last_24h (-1.93)
8701,473.35,9,Travel,0,0,76,0,69,0,6.161945445838886,4,0.01,0,device_trust_score (-2.66); transaction_hour (-2.46); location_mismatch (-1.72)
8702,317.24,1,Food,1,0,93,2,28,0,5.762805815105662,2,0.02,0,device_trust_score (-4.95); foreign_transaction (+3.05); transaction_hour (+2.41)
8703,70.21,13,Food,0,0,95,3,30,0,4.2656332579940335,2,0.01,0,device_trust_score (-3.03); transaction_hour (-2.65); foreign_transaction (-1.58)
8704,48.75,7,Electronics,0,0,27,1,63,0,3.907010463604602,1,0.01,0,transaction_hour (-3.58); location_mismatch (-2.10); foreign_transaction (-2.09)
8705,54.84,22,Travel,1,0,34,0,68,0,4.022490458454117,4,0.02,0,transaction_hour (-3.99); foreign_transaction (+2.89); location_mismatch (-2.18)
8706,126.37,9,Grocery,0,0,75,0,46,0,4.8470962366016686,3,0.01,0,device_trust_score (-2.78); transaction_hour (-2.54); velocity_last_24h (-1.69)
8707,245.3,17,Food,0,0,93,1,46,0,5.506550305126492,2,0.01,0,device_trust_score (-3.06); transaction_hour (-2.65); foreign_transaction (-1.58)
8708,125.93,14,Travel,1,0,56,1,51,0,4.843635753400086,4,0.01,0,transaction_hour (-3.64); device_trust_score (-3.60); foreign_transaction (+2.24)
8709,12.64,4,Electronics,0,0,29,2,36,0,2.613006652415316,1,0.01,0,transaction_hour (-2.96); location_mismatch (-2.14); foreign_transaction (-2.10)
8710,231.45,21,Clothing,0,0,67,3,33,0,5.448675148136593,0,0.01,0,device_trust_score (-2.86); transaction_hour (-2.58); foreign_transaction (-1.64)
8711,295.15,12,Travel,0,0,36,1,59,0,5.690866082722974,4,0.01,0,transaction_hour (-3.43); foreign_transaction (-2.22); location_mismatch (-1.97)
8712,61.52,17,Grocery,0,0,55,1,48,0,4.135486505553276,3,0.01,0,transaction_hour (-2.75); device_trust_score (-2.60); foreign_transaction (-1.67)
8713,196.38,1,Food,0,0,46,2,60,0,5.285130804743861,2,0.01,0,device_trust_score (-3.17); foreign_transaction (-2.39); location_mismatch (-2.26)
8714,100.11,12,Clothing,0,0,83,0,66,0,4.616209033103308,0,0.01,0,device_trust_score (-2.95); transaction_hour (-2.55); foreign_transaction (-1.52)
8715,395.87,13,Electronics,0,0,76,4,44,0,5.983608771142398,1,0.01,0,device_trust_score (-2.82); transaction_hour (-2.78); foreign_transaction (-1.65)
8716,335.84,9,Grocery,0,0,71,2,68,0,5.819608040161792,3,0.01,0,device_trust_score (-2.74); transaction_hour (-2.46); location_mismatch (-1.70)
8717,134.16,3,Clothing,0,0,73,1,66,0,4.90645926184609,0,0.01,0,device_trust_score (-4.02); foreign_transaction (-2.14); velocity_last_24h (-2.00)
8718,211.69,14,Electronics,0,1,80,0,31,0,5.359835706526454,1,0.01,0,device_trust_score (-3.84); transaction_hour (-3.25); location_mismatch (+2.21)
8719,386.74,7,Grocery,0,0,55,1,46,0,5.960335011911061,3,0.01,0,device_trust_score (-2.63); transaction_hour (-2.51); foreign_transaction (-1.78)
8720,123.23,14,Food,0,0,83,0,40,0,4.822134686225586,2,0.01,0,device_trust_score (-3.02); transaction_hour (-2.65); foreign_transaction (-1.57)
8721,67.64,13,Electronics,0,1,94,1,64,0,4.228875455179707,1,0.01,0,device_trust_score (-4.10); transaction_hour (-3.12); location_mismatch (+2.22)
8722,252.19,20,Clothing,0,1,67,2,45,0,5.53414019501932,0,0.01,0,device_trust_score (-3.78); transaction_hour (-3.39); location_mismatch (+2.30)
8723,44.74,8,Grocery,0,0,98,2,55,0,3.822973188594635,3,0.01,0,device_trust_score (-2.98); transaction_hour (-2.40); foreign_transaction (-1.67)
8724,88.54,19,Travel,1,0,29,2,27,0,4.49468545281282,4,0.02,0,transaction_hour (-3.91); foreign_transaction (+3.16); location_mismatch (-2.24)
8725,361.42,2,Grocery,0,0,28,5,43,1,5.8928037602840115,3,99.09,1,velocity_last_24h (+3.92); transaction_hour (+2.44); device_trust_score (+2.08)
8726,232.0,14,Clothing,0,0,39,1,40,0,5.4510384535657,0,0.01,0,transaction_hour (-3.37); foreign_transaction (-2.24); velocity_last_24h (-1.92)
8727,93.1,23,Clothing,0,0,26,1,56,0,4.544358046591334,0,0.01,0,transaction_hour (-3.47); location_mismatch (-2.05); foreign_transaction (-2.00)
8728,43.51,16,Travel,0,0,73,3,35,0,3.795713883027763,4,0.01,0,device_trust_score (-2.81); transaction_hour (-2.68); foreign_transaction (-1.63)
8729,79.2,15,Clothing,0,0,80,2,21,0,4.384523514872469,0,0.01,0,device_trust_score (-2.93); transaction_hour (-2.60); foreign_transaction (-1.49)
8730,60.16,3,Grocery,0,0,32,0,65,0,4.113493381060861,3,0.02,0,foreign_transaction (-2.58); location_mismatch (-2.20); velocity_last_24h (-2.17)
8731,34.86,10,Electronics,0,0,40,1,28,0,3.5796224681769866,1,0.01,0,transaction_hour (-2.97); foreign_transaction (-1.84); location_mismatch (-1.63)
8732,244.8,7,Grocery,0,1,88,6,60,0,5.504518197131935,3,0.69,1,velocity_last_24h (+4.04); device_trust_score (-3.45); location_mismatch (+3.11)
8733,52.28,2,Clothing,0,0,48,2,57,0,3.9755610262321337,0,0.01,0,device_trust_score (-3.61); foreign_transaction (-2.38); location_mismatch (-2.06)
8734,108.98,18,Travel,0,0,79,2,57,0,4.700298531079668,4,0.01,0,device_trust_score (-2.95); transaction_hour (-2.64); location_mismatch (-1.62)
8735,87.76,13,Travel,0,0,78,2,30,0,4.485936098064394,4,0.01,0,device_trust_score (-2.94); transaction_hour (-2.65); foreign_transaction (-1.61)
8736,723.9,8,Food,0,0,93,2,42,0,6.586033714306832,2,0.01,0,device_trust_score (-2.78); transaction_hour (-2.60); location_mismatch (-1.75)
8737,89.3,2,Travel,0,0,84,1,24,0,4.5031374604229395,4,0.01,0,device_trust_score (-4.19); foreign_transaction (-2.03); location_mismatch (-2.01)
8738,15.01,3,Travel,0,0,55,0,47,0,2.773213527008623,4,0.01,0,device_trust_score (-3.48); foreign_transaction (-2.29); location_mismatch (-2.07)
8739,16.94,3,Clothing,0,0,44,2,60,0,2.88703285663065,0,0.01,0,device_trust_score (-3.02); foreign_transaction (-2.34); velocity_last_24h (-2.00)
8740,160.82,10,Electronics,0,0,78,3,23,0,5.086484606379694,1,0.01,0,device_trust_score (-2.91); transaction_hour (-2.67); foreign_transaction (-1.52)
8741,164.65,18,Electronics,0,0,33,2,58,0,5.109877128745905,1,0.01,0,transaction_hour (-3.65); foreign_transaction (-2.21); location_mismatch (-2.08)
8742,97.67,15,Clothing,0,0,58,0,49,0,4.591780948869076,0,0.01,0,device_trust_score (-2.79); transaction_hour (-2.62); foreign_transaction (-1.58)
8743,101.76,22,Travel,0,0,89,1,54,0,4.632396172241683,4,0.01,0,device_trust_score (-2.99); transaction_hour (-2.48); location_mismatch (-1.58)
8744,9.98,21,Grocery,0,0,40,1,38,0,2.3960754360813845,3,0.01,0,transaction_hour (-2.66); foreign_transaction (-1.82); location_mismatch (-1.69)
8745,130.82,16,Electronics,0,0,94,1,46,0,4.881437355624573,1,0.01,0,device_trust_score (-2.99); transaction_hour (-2.65); foreign_transaction (-1.56)
8746,126.48,9,Clothing,0,0,30,5,68,0,4.847959489549136,0,0.02,0,transaction_hour (-3.86); velocity_last_24h (+3.59); location_mismatch (-2.07)
8747,29.16,23,Grocery,0,0,59,1,42,0,3.4065165431397553,3,0.01,0,device_trust_score (-2.91); transaction_hour (-2.21); location_mismatch (-1.61)
8748,19.73,16,Travel,0,0,27,3,67,0,3.0315819264476884,4,0.01,0,transaction_hour (-3.30); location_mismatch (-2.22); foreign_transaction (-1.98)
8749,23.74,15,Clothing,0,0,45,7,27,0,3.208421366964342,0,0.01,0,transaction_hour (-3.70); velocity_last_24h (+3.10); device_trust_score (-2.77)
8750,19.17,19,Electronics,0,0,31,6,36,0,3.0041963519661206,1,0.82,1,velocity_last_24h (+4.05); transaction_hour (-3.31); device_trust_score (+2.08)
8751,169.35,21,Grocery,0,0,54,4,21,0,5.137855144106975,3,0.01,0,transaction_hour (-2.72); device_trust_score (-2.52); location_mismatch (-1.65)
8752,39.38,5,Grocery,0,0,46,2,46,0,3.6983346128846915,3,0.01,0,device_trust_score (-2.44); transaction_hour (-2.29); foreign_transaction (-1.74)
8753,52.13,6,Electronics,0,0,38,3,34,0,3.972741740462852,1,0.01,0,transaction_hour (-3.11); foreign_transaction (-2.22); velocity_last_24h (-1.97)
8754,34.32,13,Grocery,0,1,79,4,51,0,3.564449375735759,3,0.01,0,device_trust_score (-4.08); transaction_hour (-3.19); location_mismatch (+2.48)
8755,569.91,10,Electronics,0,0,91,1,22,0,6.347231579019294,1,0.01,0,device_trust_score (-2.88); transaction_hour (-2.71); velocity_last_24h (-1.64)
8756,347.11,11,Clothing,0,0,29,3,23,0,5.852518521781961,0,0.01,0,transaction_hour (-3.70); foreign_transaction (-2.06); location_mismatch (-2.02)
8757,47.16,13,Food,0,0,93,1,55,0,3.8745288010005656,2,0.01,0,device_trust_score (-3.05); transaction_hour (-2.60); foreign_transaction (-1.55)
8758,71.43,4,Travel,0,0,83,1,52,0,4.282620578207235,4,0.01,0,device_trust_score (-3.06); transaction_hour (-2.07); foreign_transaction (-1.65)
8759,42.41,4,Clothing,0,0,33,0,21,0,3.770689829311502,0,0.01,0,transaction_hour (-2.93); velocity_last_24h (-2.09); foreign_transaction (-2.06)
8760,121.87,19,Travel,1,0,72,1,64,0,4.81112688587948,4,0.01,0,device_trust_score (-3.63); transaction_hour (-3.34); foreign_transaction (+2.19)
8761,3.56,21,Travel,0,0,61,3,44,0,1.5173226235262949,4,0.01,0,device_trust_score (-2.73); transaction_hour (-2.32); location_mismatch (-1.66)
8762,200.31,22,Electronics,0,0,92,1,58,0,5.304846008510737,1,0.01,0,device_trust_score (-3.01); transaction_hour (-2.50); velocity_last_24h (-1.60)
8763,133.3,14,Food,0,0,44,1,18,0,4.900076103529192,2,0.01,0,transaction_hour (-2.85); device_trust_score (-2.12); velocity_last_24h (-1.66)
8764,412.03,0,Travel,0,0,74,1,33,0,6.023520229548113,4,0.01,0,device_trust_score (-3.72); foreign_transaction (-2.25); location_mismatch (-2.24)
8765,32.33,23,Travel,0,0,48,3,42,0,3.506457892319648,4,0.01,0,device_trust_score (-2.53); transaction_hour (-2.35); location_mismatch (-1.77)
8766,293.44,22,Clothing,0,0,95,1,57,0,5.685075247190505,0,0.01,0,device_trust_score (-3.03); transaction_hour (-2.46); velocity_last_24h (-1.59)
8767,282.61,8,Food,0,0,73,1,21,0,5.647600054967209,2,0.01,0,device_trust_score (-2.78); transaction_hour (-2.45); velocity_last_24h (-1.78)
8768,24.48,2,Food,0,0,32,4,53,0,3.2378938307039626,2,0.02,0,foreign_transaction (-2.65); location_mismatch (-2.41); transaction_hour (+2.10)
8769,91.52,3,Travel,0,0,99,4,28,0,4.527424837363238,4,0.01,0,device_trust_score (-3.74); foreign_transaction (-2.17); location_mismatch (-1.89)
8770,33.57,15,Food,0,0,97,2,35,0,3.5429862539335333,2,0.01,0,device_trust_score (-3.08); transaction_hour (-2.50); location_mismatch (-1.58)
8771,52.92,6,Clothing,1,0,30,0,67,0,3.987501466604052,0,0.02,0,transaction_hour (-3.84); foreign_transaction (+2.81); location_mismatch (-2.14)
8772,54.99,21,Electronics,0,0,64,0,40,0,4.025173103360802,1,0.01,0,device_trust_score (-2.89); transaction_hour (-2.51); foreign_transaction (-1.60)
8773,146.24,13,Travel,0,0,78,0,61,0,4.99206390851082,4,0.01,0,device_trust_score (-2.93); transaction_hour (-2.64); location_mismatch (-1.58)
8774,95.4,15,Grocery,0,1,41,1,22,0,4.5685062016165,3,0.01,0,transaction_hour (-3.60); device_trust_score (-2.80); location_mismatch (+2.34)
8775,531.25,17,Travel,0,0,75,1,56,0,6.2771133037735884,4,0.01,0,transaction_hour (-2.76); device_trust_score (-2.75); location_mismatch (-1.73)
8776,24.32,15,Travel,0,0,26,1,64,0,3.2315945972759756,4,0.01,0,transaction_hour (-3.43); location_mismatch (-2.20); foreign_transaction (-2.00)
8777,654.82,15,Electronics,0,0,54,3,34,0,6.485886361048296,1,0.01,0,transaction_hour (-2.83); device_trust_score (-2.62); foreign_transaction (-1.69)
8778,47.2,1,Grocery,0,0,56,2,65,0,3.8753590210565547,3,0.01,0,device_trust_score (-3.98); foreign_transaction (-2.31); location_mismatch (-2.14)
8779,266.81,9,Grocery,0,0,74,0,58,0,5.5902777738593805,3,0.01,0,device_trust_score (-2.84); transaction_hour (-2.54); velocity_last_24h (-1.74)
8780,74.51,6,Grocery,0,0,95,1,30,0,4.324265097815334,3,0.01,0,device_trust_score (-3.06); transaction_hour (-2.21); velocity_last_24h (-1.67)
8781,27.79,14,Electronics,0,1,40,2,21,0,3.3600281046240843,1,0.01,0,transaction_hour (-3.39); location_mismatch (+2.51); foreign_transaction (-2.16)
8782,351.21,8,Food,0,0,79,3,60,0,5.864227588617579,2,0.01,0,device_trust_score (-2.92); transaction_hour (-2.49); foreign_transaction (-1.69)
8783,66.49,6,Grocery,0,0,81,4,47,0,4.211979438755315,3,0.01,0,device_trust_score (-3.02); transaction_hour (-2.25); foreign_transaction (-1.67)
8784,193.58,23,Food,0,0,69,2,63,0,5.270843389547282,2,0.01,0,device_trust_score (-2.84); transaction_hour (-2.43); location_mismatch (-1.66)
8785,150.43,15,Clothing,0,0,76,1,32,0,5.020123471968565,0,0.01,0,device_trust_score (-2.85); transaction_hour (-2.70); foreign_transaction (-1.58)
8786,114.88,2,Electronics,0,0,95,2,25,0,4.7525551729011495,1,0.01,0,device_trust_score (-4.24); foreign_transaction (-2.10); velocity_last_24h (-1.98)
8787,123.27,16,Food,0,0,71,4,23,0,4.822456617817903,2,0.01,0,transaction_hour (-2.77); device_trust_score (-2.76); location_mismatch (-1.56)
8788,237.18,22,Grocery,0,0,57,3,21,0,5.47302669033985,3,0.01,0,device_trust_score (-2.79); transaction_hour (-2.56); foreign_transaction (-1.59)
8789,16.54,7,Grocery,1,1,48,1,43,0,2.864483986944037,3,0.12,1,device_trust_score (-3.51); location_mismatch (+3.18); foreign_transaction (+3.12)
8790,198.57,1,Food,0,0,59,2,42,0,5.2961650519798935,2,0.01,0,device_trust_score (-3.97); foreign_transaction (-2.36); location_mismatch (-2.24)
8791,407.08,19,Food,0,0,88,1,38,0,6.011463233614671,2,0.01,0,device_trust_score (-2.99); transaction_hour (-2.49); velocity_last_24h (-1.67)
8792,10.71,2,Clothing,0,0,84,1,46,0,2.460443177609626,0,0.01,0,device_trust_score (-4.34); foreign_transaction (-2.03); velocity_last_24h (-2.02)
8793,27.28,7,Electronics,0,0,53,0,27,0,3.342154841028372,1,0.01,0,device_trust_score (-2.59); transaction_hour (-2.38); foreign_transaction (-1.71)
8794,226.98,1,Travel,0,0,42,4,37,0,5.429257905808632,4,0.01,0,foreign_transaction (-2.60); device_trust_score (-2.47); location_mismatch (-2.31)
8795,103.5,18,Clothing,0,0,82,2,59,0,4.6491870714048655,0,0.01,0,device_trust_score (-2.99); transaction_hour (-2.62); foreign_transaction (-1.56)
8796,93.02,16,Clothing,1,0,72,2,37,0,4.5435075255959845,0,0.01,0,device_trust_score (-3.77); transaction_hour (-3.56); foreign_transaction (+2.24)
8797,26.51,4,Clothing,0,0,35,2,42,0,3.3145495749364833,0,0.01,0,transaction_hour (-2.87); foreign_transaction (-2.20); velocity_last_24h (-2.06)
8798,127.22,19,Grocery,0,0,27,4,24,0,4.853747538559111,3,0.01,0,transaction_hour (-3.55); foreign_transaction (-2.16); location_mismatch (-2.03)
8799,24.35,16,Food,0,0,66,4,22,0,3.232778730037192,2,0.01,0,device_trust_score (-2.87); transaction_hour (-2.55); location_mismatch (-1.65)
8800,116.54,9,Electronics,0,0,42,1,24,0,4.766778701184505,1,0.01,0,transaction_hour (-2.83); device_trust_score (-1.97); foreign_transaction (-1.77)
8801,259.61,8,Grocery,0,0,40,5,64,0,5.563025036939939,3,0.01,0,transaction_hour (-3.31); velocity_last_24h (+3.26); foreign_transaction (-2.26)
8802,53.78,21,Clothing,1,0,65,6,47,0,4.0033251638349325,0,0.02,0,device_trust_score (-3.73); transaction_hour (-3.60); velocity_last_24h (+3.34)
8803,117.98,5,Electronics,1,0,89,0,45,0,4.7789554117597595,1,0.01,0,device_trust_score (-3.95); transaction_hour (-2.80); velocity_last_24h (-2.30)
8804,869.46,10,Grocery,1,0,67,3,34,0,6.769021807549381,3,0.01,0,transaction_hour (-3.72); device_trust_score (-3.51); location_mismatch (-2.10)
8805,208.88,1,Travel,0,0,67,1,44,0,5.346535938818511,4,0.01,0,device_trust_score (-3.90); foreign_transaction (-2.30); location_mismatch (-2.27)
8806,331.4,22,Clothing,0,0,55,6,35,0,5.806339062981293,0,0.01,0,device_trust_score (-3.50); transaction_hour (-3.42); velocity_last_24h (+2.99)
8807,96.46,11,Grocery,0,0,52,1,37,0,4.57944203741536,3,0.01,0,transaction_hour (-2.78); device_trust_score (-2.59); foreign_transaction (-1.66)
8808,262.88,11,Grocery,0,0,75,5,19,0,5.57549445435467,3,0.01,0,transaction_hour (-3.79); device_trust_score (-3.42); velocity_last_24h (+2.92)
8809,7.44,15,Clothing,0,0,51,2,62,0,2.132982308607866,0,0.01,0,device_trust_score (-2.63); transaction_hour (-2.58); location_mismatch (-1.62)
8810,23.61,21,Travel,0,0,33,4,39,0,3.2031528644029645,4,0.01,0,transaction_hour (-3.21); location_mismatch (-2.21); foreign_transaction (-2.14)
8811,40.86,23,Food,0,0,62,3,35,0,3.7343307170178535,2,0.01,0,device_trust_score (-2.81); transaction_hour (-2.34); foreign_transaction (-1.61)
8812,92.54,11,Travel,1,0,60,2,25,0,4.53838915229774,4,0.01,0,transaction_hour (-3.55); device_trust_score (-3.50); foreign_transaction (+2.30)
8813,336.45,20,Clothing,0,0,84,2,28,0,5.821417351189416,0,0.01,0,device_trust_score (-3.03); transaction_hour (-2.57); foreign_transaction (-1.66)
8814,76.51,17,Food,0,0,81,1,40,0,4.35040696029342,2,0.01,0,device_trust_score (-3.05); transaction_hour (-2.62); foreign_transaction (-1.56)
8815,191.36,12,Grocery,0,0,71,1,48,0,5.259368616409462,3,0.01,0,device_trust_score (-2.80); transaction_hour (-2.74); location_mismatch (-1.64)
8816,222.39,14,Travel,0,0,92,2,38,0,5.408919122875832,4,0.01,0,device_trust_score (-2.92); transaction_hour (-2.67); foreign_transaction (-1.63)
8817,158.82,15,Travel,0,0,75,2,43,0,5.074048181946317,4,0.01,0,device_trust_score (-2.78); transaction_hour (-2.74); foreign_transaction (-1.64)
8818,79.56,3,Food,0,0,82,2,61,0,4.389002248410307,2,0.01,0,device_trust_score (-4.30); foreign_transaction (-2.13); location_mismatch (-1.97)
8819,154.89,11,Grocery,1,0,72,4,66,0,5.04915063032459,3,0.01,0,transaction_hour (-3.62); device_trust_score (-3.58); foreign_transaction (+2.26)
8820,75.41,16,Travel,0,0,83,3,41,0,4.336113577659475,4,0.01,0,device_trust_score (-2.98); transaction_hour (-2.64); foreign_transaction (-1.60)
8821,15.77,0,Food,0,0,71,0,53,0,2.8195915758351173,2,0.01,0,device_trust_score (-4.13); foreign_transaction (-2.15); velocity_last_24h (-2.09)
8822,888.16,21,Travel,0,0,39,0,69,0,6.790277196822709,4,0.01,0,transaction_hour (-3.16); foreign_transaction (-1.84); velocity_last_24h (-1.73)
8823,24.49,17,Grocery,1,0,96,5,53,0,3.238286218388024,3,0.02,0,device_trust_score (-4.03); transaction_hour (-3.61); velocity_last_24h (+3.33)
8824,13.52,21,Grocery,0,0,26,7,34,0,2.67552700939665,3,1.19,1,velocity_last_24h (+4.05); transaction_hour (-3.28); location_mismatch (-1.93)
8825,379.46,15,Electronics,0,0,85,0,59,0,5.941381046939995,1,0.01,0,device_trust_score (-3.03); transaction_hour (-2.67); velocity_last_24h (-1.60)
8826,64.67,0,Food,0,0,64,0,65,0,4.184642200202881,2,0.01,0,device_trust_score (-4.11); foreign_transaction (-2.20); velocity_last_24h (-2.11)
